ticker,volume,open,close,high,low,time,transactions
AAPL,4835,209.38,209.21,209.50,209.01,1751443200000,85
AAPL,1370,209.21,209.27,209.27,209.21,1751443260000,66
AAPL,2099,209.20,209.27,209.27,209.20,1751443320000,133
AAPL,2992,209.27,209.45,209.45,209.27,1751443380000,141
AAPL,5546,209.52,209.60,209.62,209.52,1751443440000,148
AAPL,2087,209.53,209.53,209.59,209.53,1751443500000,45
AAPL,1233,209.53,209.54,209.56,209.53,1751443560000,30
AAPL,2128,209.40,209.40,209.40,209.40,1751443620000,65
AAPL,1042,209.55,209.61,209.61,209.55,1751443740000,30
AAPL,484,209.58,209.58,209.58,209.58,1751443860000,17
AAPL,418,209.58,209.51,209.58,209.51,1751443920000,12
AAPL,689,209.49,209.49,209.49,209.49,1751443980000,27
AAPL,558,209.57,209.57,209.57,209.57,1751444040000,27
AAPL,502,209.56,209.56,209.56,209.56,1751444100000,34
AAPL,1970,209.54,209.50,209.54,209.50,1751444160000,43
AAPL,2200,209.50,209.50,209.50,209.49,1751444220000,33
AAPL,2850,209.54,209.49,209.55,209.49,1751444280000,53
AAPL,910,209.49,209.54,209.54,209.47,1751444340000,18
AAPL,290,209.55,209.55,209.55,209.55,1751444520000,16
AAPL,1003,209.60,209.60,209.60,209.60,1751444580000,32
AAPL,2109,209.50,209.50,209.50,209.50,1751444640000,54
AAPL,867,209.49,209.49,209.49,209.49,1751444700000,20
AAPL,1326,209.44,209.36,209.44,209.36,1751444760000,69
AAPL,1326,209.49,209.49,209.49,209.49,1751444820000,24
AAPL,650,209.49,209.49,209.49,209.49,1751444880000,23
AAPL,1152,209.48,209.50,209.50,209.48,1751444940000,31
AAPL,452,209.44,209.44,209.44,209.44,1751445000000,27
AAPL,1140,209.38,209.43,209.43,209.37,1751445060000,35
AAPL,1067,209.33,209.33,209.33,209.33,1751445300000,31
AAPL,232,209.37,209.37,209.37,209.37,1751445360000,11
AAPL,904,209.34,209.30,209.34,209.30,1751445720000,38
AAPL,293,209.26,209.26,209.26,209.26,1751445900000,7
AAPL,1575,209.29,209.29,209.29,209.29,1751445960000,30
AAPL,362,209.37,209.37,209.37,209.37,1751446200000,19
AAPL,173,209.32,209.32,209.32,209.32,1751446320000,4
AAPL,762,209.35,209.35,209.35,209.35,1751446440000,19
AAPL,4232,209.23,209.05,209.23,209.05,1751446620000,132
AAPL,218,209.19,209.19,209.19,209.19,1751446680000,11
AAPL,3994,209.28,209.32,209.36,209.28,1751446800000,66
AAPL,1284,209.33,209.33,209.33,209.33,1751446920000,26
AAPL,398,209.21,209.21,209.21,209.21,1751447040000,9
AAPL,612,209.29,209.28,209.29,209.28,1751447220000,21
AAPL,243,209.22,209.22,209.22,209.22,1751447340000,16
AAPL,311,209.29,209.29,209.29,209.29,1751447460000,20
AAPL,1885,209.26,209.26,209.26,209.25,1751447880000,33
AAPL,922,209.28,209.28,209.28,209.28,1751448000000,11
AAPL,211,209.29,209.29,209.29,209.29,1751448240000,8
AAPL,2901,209.33,209.37,209.37,209.33,1751448420000,32
AAPL,477,209.37,209.38,209.38,209.37,1751448480000,12
AAPL,2658,209.37,209.39,209.39,209.36,1751448540000,48
AAPL,467,209.39,209.39,209.39,209.39,1751448600000,9
AAPL,331,209.38,209.39,209.39,209.38,1751448660000,9
AAPL,1230,209.35,209.35,209.38,209.35,1751448900000,30
AAPL,1382,209.35,209.35,209.35,209.35,1751448960000,20
AAPL,566,209.35,209.35,209.35,209.35,1751449020000,20
AAPL,376,209.39,209.39,209.39,209.39,1751449140000,14
AAPL,1612,209.39,209.42,209.42,209.39,1751449200000,31
AAPL,157,209.39,209.39,209.39,209.39,1751449440000,9
AAPL,450,209.43,209.43,209.43,209.43,1751449500000,21
AAPL,405,209.42,209.42,209.42,209.42,1751449560000,17
AAPL,4745,209.39,209.30,209.39,209.28,1751449620000,90
AAPL,1385,209.35,209.34,209.35,209.34,1751449980000,44
AAPL,1764,209.47,209.55,209.55,209.47,1751450100000,57
AAPL,354,209.52,209.51,209.52,209.51,1751450220000,17
AAPL,269,209.46,209.46,209.46,209.46,1751450280000,21
AAPL,870,209.49,209.49,209.49,209.49,1751450700000,23
AAPL,397,209.49,209.48,209.49,209.48,1751450760000,16
