ticker,volume,open,close,high,low,time,transactions
AAPL,59845,210.09,209.00,210.09,208.80,1752006600000,1140
AAPL,5996,209.71,209.84,209.88,209.66,1752006660000,81
AAPL,1074,209.83,209.96,209.96,209.83,1752006720000,23
AAPL,6055,209.95,210.00,210.00,209.94,1752006780000,105
AAPL,6189,210.00,209.86,210.09,209.80,1752006840000,92
AAPL,1025,209.84,209.70,209.85,209.70,1752006960000,29
AAPL,2759,209.78,209.85,209.85,209.71,1752007020000,54
AAPL,2590,209.85,209.85,209.92,209.85,1752007080000,35
AAPL,491,209.82,209.82,209.82,209.82,1752007140000,20
AAPL,867,209.82,209.82,209.82,209.82,1752007200000,22
AAPL,2798,209.85,209.90,209.90,209.85,1752007260000,55
AAPL,1346,209.90,209.90,209.90,209.90,1752007320000,16
AAPL,1351,209.90,209.90,209.90,209.90,1752007380000,20
AAPL,1031,210.00,209.90,210.00,209.90,1752007440000,10
AAPL,344,209.98,209.98,209.98,209.98,1752007560000,7
AAPL,856,209.90,210.00,210.00,209.90,1752007620000,13
